Link,Date,TIME,DAY OF WEEK,CATEGORY,Project duration,Difficulty,Copy,PHOTO COLORS,Reposted?,Reach,Shares,Likes,Comments,Clicks,%
https://www.facebook.com/Hometalk/photos/a.230340873650143/24600371466220411/?type=3,03/10/2023 19:03,7:03:00 PM,Friday,outdoor,1 hour,easy,"Instead of tossing her faded old patio umbrella, she has a brilliant idea https://www.hometalk.com/l/oMQy","Turqoise, hand",,211175,13,93,11,9954,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24599778499613041/?type=3,03/10/2023 16:03,4:03:00 PM,Friday,kitchen,2 days,medium,"This kitchen didn't have a backsplash, so they did this in 1 weekend https://www.hometalk.com/l/HmYd","kitche, white, grey, before",,268788,13,220,34,10672,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24599347582989466/?type=3,03/10/2023 14:03,2:03:00 PM,Friday,Upcycle,,,20 crazy beautiful things people did with an old hutch https://www.hometalk.com/l/cnT7,"brown, hutch, before",,149847,10,76,3,1944,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24598867639704127/?type=3,03/10/2023 12:03,12:03:00 PM,Friday,outdoor,5 minutes,easy,She took down her old hanging planters for this zero-maintenance way to get a magazine-worthy porch https://www.hometalk.com/l/kh8Z,"brown, dirt, planter",,328940,6,103,11,11049,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24597365673187657/?type=3,03/10/2023 7:03,7:03:00 AM,Friday,Cleaning,2 minutes,easy,We should've been doing this to our dirty sponges all along (2-minute hack) https://www.hometalk.com/l/cFGN,"yellow, hand, colorful",,81409,1,13,2,686,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24594297976827760/?type=3,03/09/2023 19:03,7:03:00 PM,Thursday,kitchen,3 hours,easy,"If your appliances are looking a little worse for wear, do this instead of splurging on replacements https://www.hometalk.com/l/aUlU","green, hands, tape",,140852,5,30,4,1912,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24593716260219265/?type=3,03/09/2023 16:03,4:03:00 PM,Thursday,Upcycle,10 hours,easy,Buy a can of shaving cream to do this to your cabinet doors (this is amazing!) https://www.hometalk.com/l/0pDC,"wood, dark, window",,384167,37,142,11,19319,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24593261583598066/?type=3,03/09/2023 14:03,2:03:00 PM,Thursday,Cleaning,5 minutes,easy,"She pours a bit of olive oil on a napkin for this smart, 5-minute kitchen hack https://www.hometalk.com/l/FSie","white, yellow, hand",,232260,18,52,15,7439,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24592760806981477/?type=3,03/09/2023 12:03,12:03:00 PM,Thursday,Upcycle,2 days,easy,The 2 changes that will make any old dresser look super classy (no paint or stain!) https://www.hometalk.com/l/wcSc,"wood, black",,172556,5,48,4,2260,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24591196747137883/?type=3,03/09/2023 7:03,7:03:00 AM,Thursday,Dollar store,3 days,medium,She spray paints 25 dollar store frames for the coolest kitchen upgrade https://www.hometalk.com/l/4NMz,"green, black, person",yes,160460,5,56,3,4897,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24588230904101134/?type=3,03/08/2023 19:03,7:03:00 PM,Wednesday,accent wall,30 minutes,easy,She sticks 5 Command strips on her wall for a trend that's spreading like crazy https://www.hometalk.com/l/owQa,"red, white, command stickers",,211095,9,66,30,17740,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24587673820823509/?type=3,03/08/2023 16:03,4:03:00 PM,Wednesday,Organization,4 hours,easy,How she solved our worst kitchen storage problem for $20 https://www.hometalk.com/l/5A1p,"kichen, colorful, mess",,181110,8,57,30,6580,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24587241620866729/?type=3,03/08/2023 14:03,2:03:00 PM,Wednesday,bathroom,2 days,medium,"Instead of tearing up your dingy bathroom tile, clean the floor and then do THIS https://www.hometalk.com/l/EKkE","beige, brown, bathroom tiles",,373155,18,92,10,8245,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24586767037580854/?type=3,03/08/2023 12:03,12:03:00 PM,Wednesday,outdoor,3 weeks,medium,They cleared the dirt from a corner of their yard for a beautiful upgrade https://www.hometalk.com/l/y2e1,"green, brown, blue",,145372,1,57,0,1684,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24585281694396055/?type=3,03/08/2023 7:03,7:03:00 AM,Wednesday,Outdoor,3 days,easy,"She drapes an old beach towel over 2 plastic buckets for an amazing, $5 idea https://www.hometalk.com/l/GazH","blue, person",,83270,4,36,3,974,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24582113234712901/?type=3,03/07/2023 19:03,7:03:00 PM,Tuesday,Home accent,30 minutes,easy,Pour this into cupcake liners (it's not batter!) if you love Pottery Barn https://www.hometalk.com/l/K6A6Z,"colorful, pouring",,90513,4,17,0,1766,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24581504971440394/?type=3,03/07/2023 16:03,4:03:00 PM,Tuesday,cleaning,10 minutes,easy,"Grab an extra container of cornstarch for this amazing, 10-minute hack https://www.hometalk.com/l/d0Pc","yellow, blue, hand",,166713,13,55,1,3410,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24581060741484817/?type=3,03/07/2023 14:03,2:03:00 PM,Tuesday,furniture,2 days,easy,The gorgeous reason she stands giant pieces of PVC pipe in her living room https://www.hometalk.com/l/Zajh,"grey, person, black",,122963,2,33,0,1301,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24580574411533450/?type=3,03/07/2023 12:03,12:03:00 PM,Tuesday,furniture,2 days,medium,She uses armfuls of pool noodles to make something mind-blowing for her living room https://www.hometalk.com/l/ozDZ,"colorful, person, pool noodles",,116770,8,35,0,1480,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24579011818356376/?type=3,03/07/2023 7:03,7:03:00 AM,Tuesday,Home accent,1 day,easy,We can't wait to copy this gorgeous turmeric hack https://www.hometalk.com/l/Yett,"yellow, pot, hand mixing",,98885,3,20,2,455,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24575867065337518/?type=3,03/06/2023 19:03,7:03:00 PM,Monday,hacks,10 minutes,easy,10 Hacks you didn't know you could do with a Magic Eraser https://www.hometalk.com/l/2B79,"blue, yellow, hand",,172555,17,66,5,5669,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24575867122004179/?type=3,03/06/2023 19:03,7:03:00 PM,Monday,bedroom,2 days,easy,She cuts pool noodles in half for this wild and beautiful bedroom upgrade you haven't seen before https://www.hometalk.com/l/Z41l,"blue, yellow, pool noodle",,190185,9,66,0,5099,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24575237358733822/?type=3,03/06/2023 16:03,4:03:00 PM,Monday,dollar store,2 days,easy,Spray some dollar store bowls for the cutest (and easiest!) garden decor idea fhttps://www.hometalk.com/l/bWQQ,"hand, grey, white, spray",,106536,3,29,3,675,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24574762365447988/?type=3,03/06/2023 14:03,2:03:00 PM,Monday,furniture,1 day,easy,"She uses empty cardboard boxes for an insanely cool, $20 living room update https://www.hometalk.com/l/fdL2","brown, black, person",,75733,1,18,4,838,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24574234045500820/?type=3,03/06/2023 12:03,12:03:00 PM,Monday,accent wall,20 minutes,easy,"5 ways to create an accent wall in 20 minutes, and the best part? these are all renter friendly! https://www.hometalk.com/l/troY","hand, black, white",,87169,2,27,0,827,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24569706425953582/?type=3,03/05/2023 19:03,7:03:00 PM,Sunday,Outdoor,3 months,advanced,She ripped up her lawn for a front yard update that saved her so much money https://www.hometalk.com/l/6IRL,"green, red, outdoor",,40675,0,14,0,361,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24569189289338629/?type=3,03/05/2023 16:03,4:03:00 PM,Sunday,bedroom,3 hours,easy,Everyone is going to be copying this $6 bed upgrade when they see what she did https://www.hometalk.com/l/cDrT,"white, blue, person",,129732,10,57,1,5183,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24568777046046520/?type=3,03/05/2023 14:03,2:03:00 PM,Sunday,upcycle,10 hours,advanced,They split this vintage vanity down the middle for a breathtaking flip https://www.hometalk.com/l/5Wpv,"brown, furniture",,65946,4,47,12,947,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24568338259423732/?type=3,03/05/2023 12:03,12:03:00 PM,Sunday,easter,1 hour,easy,The $4 spring decorating hack we cannot wait to try https://www.hometalk.com/l/KDDn,"pink, liquid, unclear",,47119,0,15,1,407,
https://www.facebook.com/Hometalk/photos/a.230340873650143/24566919349565623/?type=3,03/05/2023 7:03,7:03:00 AM,Sunday,hacks,10 hours,easy,The surprising reason we should all be sprinkling used coffee grounds by our doors and windows https://www.hometalk.com/l/7GuC,"brown, blue, black",,98675,12,39,0,2416,
